"","date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"72","2016-07-19","03:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"73","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,48.13
"74","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,NA
"75","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,NA
"76","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,96.67
"77","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,NA
"78","2016-07-19","04:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"79","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,62.11
"80","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,NA
"81","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,94.06
"82","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,53.15
"83","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,NA
"84","2016-07-19","04:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"85","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,46.12
"86","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,91.61
"87","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,NA
"88","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,55.25
"89","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,187.3
"90","2016-07-19","04:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"91","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,49.56
"92","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,NA
"93","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,NA
"94","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,209.66
"95","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,NA
"96","2016-07-19","05:00",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"97","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,54.84
"98","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,168.36
"99","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,66.98
"100","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,NA
"101","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,NA
"102","2016-07-19","05:20",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"103","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,1,0,0,0,0,58.08
"104","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,0,1,0,0,0,NA
"105","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,1,0,0,87.83
"106","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,1,0,NA
"107","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,1,NA
"108","2016-07-19","05:40",1001.4,1006.2,170,0.9,32.7,63,0,0,0,0,0,0,NA
"109","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,46.36
"110","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,124.66
"111","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,170.09
"112","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,145.94
"113","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,160.38
"114","2016-07-19","06:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,NA
"115","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,48.59
"116","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,89.85
"117","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,NA
"118","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,127.35
"119","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,NA
"120","2016-07-19","06:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,161.74
"121","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,66.64
"122","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,180.02
"123","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,NA
"124","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,97.2
"125","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,134.56
"126","2016-07-19","06:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,223.81
"127","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,64.68
"128","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,101.39
"129","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,65.41
"130","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,118.43
"131","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,NA
"132","2016-07-19","07:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,135.92
"133","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,85.68
"134","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,124.29
"135","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,NA
"136","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,82.63
"137","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,NA
"138","2016-07-19","07:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,236.12
"139","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,58.97
"140","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,155.49
"141","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,NA
"142","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,110.5
"143","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,180.11
"144","2016-07-19","07:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,NA
"145","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,81.6
"146","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,137.38
"147","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,NA
"148","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,125.76
"149","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,151.39
"150","2016-07-19","08:00",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,120.73
"151","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,80.21
"152","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,165.48
"153","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,128.75
"154","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,141.33
"155","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,129.1
"156","2016-07-19","08:20",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,143.37
"157","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,1,0,0,0,0,63.45
"158","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,0,1,0,0,0,136.68
"159","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,1,0,0,71.89
"160","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,1,0,176.08
"161","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,1,NA
"162","2016-07-19","08:40",999.4,1004.2,67,2.1,33.5,57,0,0,0,0,0,0,NA
"163","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,78.05
"164","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,192.68
"165","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,177.11
"166","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,165.29
"167","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,200.87
"168","2016-07-19","09:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"169","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,69.04
"170","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,159.78
"171","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,104.33
"172","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,127.38
"173","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,164.52
"174","2016-07-19","09:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"175","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,69.66
"176","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,129.28
"177","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,NA
"178","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,117.83
"179","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,NA
"180","2016-07-19","09:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,139.7
"181","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,78.31
"182","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,99.04
"183","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,132.68
"184","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,98.92
"185","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,200.92
"186","2016-07-19","10:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,139.7
"187","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,59.41
"188","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,129.3
"189","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,170.59
"190","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,113
"191","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,203.88
"192","2016-07-19","10:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,114.25
"193","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,75.49
"194","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,121.1
"195","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,79.57
"196","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,98.15
"197","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,301.28
"198","2016-07-19","10:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"199","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,72.44
"200","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,104.79
"201","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,54.46
"202","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,95.98
"203","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,42.95
"204","2016-07-19","11:00",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"205","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,45.94
"206","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,82.08
"207","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,NA
"208","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,84.36
"209","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,195.16
"210","2016-07-19","11:20",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"211","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,1,0,0,0,0,47.98
"212","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,0,1,0,0,0,86.68
"213","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,1,0,0,NA
"214","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,1,0,96.54
"215","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,1,182.46
"216","2016-07-19","11:40",999.1,1003.9,302,0.8,29.2,83,0,0,0,0,0,0,NA
"217","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,60.17
"218","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,108.73
"219","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,145.29
"220","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,144.87
"221","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,NA
"222","2016-07-19","12:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,NA
"223","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,49.53
"224","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,95.43
"225","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,71.36
"226","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,136.36
"227","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,195.28
"228","2016-07-19","12:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,NA
"229","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,52.17
"230","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,96.38
"231","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,23.19
"232","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,129.5
"233","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,161.59
"234","2016-07-19","12:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,225.1
"235","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,57.83
"236","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,99.29
"237","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,NA
"238","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,116.47
"239","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,121.32
"240","2016-07-19","13:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,NA
"241","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,57.09
"242","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,93.23
"243","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,140.65
"244","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,119.37
"245","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,172.16
"246","2016-07-19","13:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,180.09
"247","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,61.13
"248","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,102.92
"249","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,99.61
"250","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,176.65
"251","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,117.03
"252","2016-07-19","13:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,NA
"253","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,65.11
"254","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,96.92
"255","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,179.98
"256","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,159.46
"257","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,NA
"258","2016-07-19","14:00",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,174.84
"259","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,74.71
"260","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,101.41
"261","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,160.78
"262","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,129.48
"263","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,1,156.08
"264","2016-07-19","14:20",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,0,0,191.57
"265","2016-07-19","14:40",1000.5,1005.4,240,1.3,25.2,92,0.1,1,0,0,0,0,63.83
"266","2016-07-19","14:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,1,0,0,0,100.74
"267","2016-07-19","14:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,1,0,0,67.3
"268","2016-07-19","14:40",1000.5,1005.4,240,1.3,25.2,92,0.1,0,0,0,1,0,120.24
