"date","hour","pressure","wind_direction","wind_speed","rel_humidity","precipitation"
"2016-07-18",6,999.4,67,2.1,57,0
"2016-07-18",9,999.1,302,0.8,83,0
"2016-07-18",12,1000.5,240,1.3,92,0.1
"2016-07-18",15,1001.2,183,1,90,0
"2016-07-18",18,1000.4,242,0.3,91,0
"2016-07-18",21,1000.1,220,1.3,92,0
"2016-07-19",0,1000.9,219,3.3,81,0
"2016-07-19",3,1000.5,212,3.8,65,0
"2016-07-19",6,999.7,239,1.9,64,0
"2016-07-19",9,998.7,218,2,69,0
"2016-07-19",12,1000.2,215,0.7,77,0
"2016-07-19",15,1001,202,1.5,80,0
"2016-07-19",18,999.6,198,2.1,88,0
"2016-07-19",21,999,208,2,93,0
"2016-07-20",0,1000.2,200,2.9,72,0
"2016-07-20",3,999.7,207,5.4,48,0
"2016-07-20",6,998.7,199,4.7,41,0
"2016-07-20",9,998.7,217,3.4,40,0
"2016-07-20",12,1000.2,224,2.5,53,0
"2016-07-20",15,1001.3,208,2.1,63,0
"2016-07-20",18,1000.9,210,2.5,69,0
"2016-07-20",21,1001.7,222,2.3,79,0
"2016-07-21",0,1003,197,1.8,63,0
"2016-07-21",3,1002.4,210,4.6,47,0
"2016-07-21",6,1001.5,205,4.7,44,0
"2016-07-21",9,1000.2,195,3.2,42,0
"2016-07-21",12,1001,258,1.6,53,0
"2016-07-21",15,1001.9,208,3.2,66,0
"2016-07-21",18,1001.7,207,2.4,70,0
"2016-07-21",21,1002.1,199,2.5,75,0
"2016-07-22",0,1003.2,194,1.9,68,0
"2016-07-22",3,1002.7,212,3,51,0
"2016-07-22",6,1001,220,3.6,45,0
"2016-07-22",9,1000,226,1.9,45,0
"2016-07-22",12,1000.7,238,1.7,54,0
"2016-07-22",15,1001.7,190,1.6,67,0
"2016-07-22",18,1000.9,205,2.1,74,0
"2016-07-22",21,1001.2,207,1.3,83,0
"2016-07-23",0,1002.7,221,2.4,69,0
"2016-07-23",3,1002.5,169,2.6,52,0
"2016-07-23",6,1000.5,206,1.8,42,0
"2016-07-23",9,999.7,236,1.6,45,0
"2016-07-23",12,1000.9,106,1.5,50,0
"2016-07-23",15,1001.9,150,1.2,61,0
"2016-07-23",18,1001.6,213,1.1,71,0
"2016-07-23",21,1002,223,1.8,82,0
"2016-07-24",0,1003.2,225,1.2,70,0
"2016-07-24",3,1003.3,181,1.9,52,0
"2016-07-24",6,1001.6,285,1.7,40,0
"2016-07-24",9,1001,177,0.9,38,0
"2016-07-24",12,1001.8,96,2.1,61,0
"2016-07-24",15,1003,190,1.4,65,0
"2016-07-24",18,1002.2,113,0.5,72,0
"2016-07-24",21,1002.8,214,1.9,79,0
"2016-07-25",0,1003.8,185,1.6,73,0
"2016-07-25",3,1003,191,2.5,58,0
"2016-07-25",6,1001,198,2,43,0
"2016-07-25",9,1000.2,79,4.1,50,0
"2016-07-25",12,1001.2,80,2.8,53,0
"2016-07-25",15,1001.9,271,0.6,69,0
"2016-07-25",18,1000.9,201,1.4,76,0
"2016-07-25",21,1001.4,235,1.7,82,0
"2016-07-26",0,1002,200,2.7,72,0
"2016-07-26",3,1001,180,2.7,56,0
"2016-07-26",6,999,254,2.2,43,0
"2016-07-26",9,998.2,291,1.5,42,0
"2016-07-26",12,999.6,197,1.1,57,0
"2016-07-26",15,1000.6,352,0.7,61,0
"2016-07-26",18,1000,201,1.3,75,0
"2016-07-26",21,1000.6,184,1.5,80,0
"2016-07-27",0,1001.5,233,3.1,72,0
"2016-07-27",3,1000.5,209,2.8,54,0
"2016-07-27",6,998.8,189,1.7,42,0
"2016-07-27",9,998.7,240,2.8,42,0
"2016-07-27",12,1001.4,135,1.6,55,0
"2016-07-27",15,1000.7,221,2,58,0
"2016-07-27",18,1001.1,281,0.9,69,0
"2016-07-27",21,1001.1,222,1.4,75,0
"2016-07-28",0,1001.9,242,1.7,70,0
"2016-07-28",3,1001.5,206,1.4,55,0
"2016-07-28",6,1000.3,202,3.3,43,0
"2016-07-28",9,999.7,128,2,44,0
"2016-07-28",12,1000.4,135,1.7,54,0
"2016-07-28",15,1001.5,169,1.8,58,0
"2016-07-28",18,1001.3,228,2.7,70,0
"2016-07-28",21,1001.4,220,1.8,72,0
"2016-07-29",0,1002.9,216,2.4,65,0
"2016-07-29",3,1002.7,300,2.3,49,0
"2016-07-29",6,1001,27,2.4,43,0
"2016-07-29",9,1000.3,82,5.4,44,0
"2016-07-29",12,1001.7,98,2.3,57,0
"2016-07-29",15,1002.2,184,1.5,63,0
"2016-07-29",18,1001.5,230,0.9,71,0
"2016-07-29",21,1002.1,222,1.5,77,0
"2016-07-30",0,1003.4,213,1,66,0
"2016-07-30",3,1003.3,159,1.3,52,0
"2016-07-30",6,1002.1,50,4,47,0
"2016-07-30",9,1000.6,80,2.8,53,0
"2016-07-30",12,1001.9,61,2.9,68,0
"2016-07-30",15,1003,57,1.9,71,0
"2016-07-30",18,1002.7,162,2.4,68,0
"2016-07-30",21,1002.5,125,1.9,68,0
"2016-07-31",0,1003.9,161,3.4,63,0
"2016-07-31",3,1003.7,105,1,50,0
"2016-07-31",6,1002,39,3.4,49,0
"2016-07-31",9,1000.8,81,4.9,60,0
"2016-07-31",12,1002.1,64,4.4,65,0
"2016-07-31",15,1003.2,126,1.9,65,0
"2016-07-31",18,1002.2,115,1.9,70,0
"2016-07-31",21,1002.8,116,0.9,72,0
"2016-08-01",0,1003.5,102,1.8,61,0
"2016-08-01",3,1002.4,151,1.7,56,0
"2016-08-01",6,1001.1,65,2.5,56,0
"2016-08-01",9,1000.1,80,2.1,59,0
"2016-08-01",12,1000.9,57,2,77,0
"2016-08-01",15,1001.8,125,1.4,76,0
"2016-08-01",18,1001.2,177,2.5,69,0
"2016-08-01",21,1000.9,172,1.4,73,0
"2016-08-02",0,1001.9,195,1.7,65,0
"2016-08-02",3,1001.8,175,3,53,0
"2016-08-02",6,999.5,216,2.8,44,0
"2016-08-02",9,998,51,1.7,56,0
"2016-08-02",12,1000.1,88,2.3,70,0
"2016-08-02",15,1003.1,310,3.1,94,4.8
"2016-08-02",18,1002.5,221,1.8,96,3.6
"2016-08-02",21,1001.5,215,2.7,95,0.3
"2016-08-03",0,1003.2,227,0.7,89,0
"2016-08-03",3,1003.9,332,1.8,70,0
"2016-08-03",6,1002.4,334,2.7,62,0
"2016-08-03",9,1001.8,28,1.7,63,0
"2016-08-03",12,1003.2,203,3.8,75,0
"2016-08-03",15,1004.2,266,1.8,86,0
"2016-08-03",18,1002.8,226,1.8,85,0
"2016-08-03",21,1003.5,999017,0,89,0
"2016-08-04",0,1004.5,223,2.5,79,0
"2016-08-04",3,1004.3,207,2,66,0
"2016-08-04",6,1002.3,302,2.3,53,0
"2016-08-04",9,1001.9,177,2.3,84,0.7
"2016-08-04",12,1004.3,242,1.1,94,1.4
"2016-08-04",15,1004.4,207,2.4,95,0
"2016-08-04",18,1004,206,1.5,95,0
"2016-08-04",21,1003.6,273,0.5,94,0
"2016-08-05",0,1004.5,200,0.6,87,0
"2016-08-05",3,1003.6,280,1.9,70,0
"2016-08-05",6,1001.9,88,1.6,57,0
"2016-08-05",9,1000.6,999017,0,64,0
"2016-08-05",12,1002,305,2.9,76,0
"2016-08-05",15,1002.6,303,1.9,79,0
"2016-08-05",18,1001.5,295,2.4,83,0
"2016-08-05",21,1001.1,295,1.9,89,0
"2016-08-06",0,1001.4,251,0.9,82,0
"2016-08-06",3,1000.8,290,1.7,65,0
"2016-08-06",6,999,999017,0,88,2
"2016-08-06",9,998.5,96,1.7,77,0
"2016-08-06",12,999.2,82,1.6,81,0
"2016-08-06",15,999.7,103,1.8,79,0
"2016-08-06",18,998.7,111,1.4,81,0
"2016-08-06",21,998.9,110,1,88,0
"2016-08-07",0,999.6,170,2.9,73,0
"2016-08-07",3,999.2,109,1.5,57,0
"2016-08-07",6,997.7,92,3.9,53,0
"2016-08-07",9,997.1,78,6.5,62,0
"2016-08-07",12,998.9,72,3.3,69,0
"2016-08-07",15,1000,95,4,66,0
"2016-08-07",18,999.4,85,1.6,74,0
"2016-08-07",21,999.6,88,1.9,80,0
"2016-08-08",0,999.9,67,2.4,67,0
"2016-08-08",3,1000.1,107,2.1,60,0
"2016-08-08",6,998.3,86,4.1,50,0
"2016-08-08",9,998,63,4.9,55,0
"2016-08-08",12,999.7,83,1.9,75,0
"2016-08-08",15,1000.5,98,4.1,75,0
"2016-08-08",18,999.7,112,1.2,77,0
"2016-08-08",21,999.8,290,1.1,95,0.7
"2016-08-09",0,1000.6,18,1,95,14.2
"2016-08-09",3,999.9,292,1.5,93,2.4
"2016-08-09",6,998.4,59,2,70,0
"2016-08-09",9,998.1,59,3.2,88,2.7
"2016-08-09",12,999.7,70,1.3,89,0
"2016-08-09",15,1000.7,93,2.1,89,0
"2016-08-09",18,1000,93,1.3,91,0
"2016-08-09",21,1000.4,80,1.6,91,0
"2016-08-10",0,1001.5,45,1.8,86,0
"2016-08-10",3,1001.2,133,1.9,66,0
"2016-08-10",6,1000,58,3.2,62,0
"2016-08-10",9,1000,102,4.5,73,0
"2016-08-10",12,1001.4,69,1.7,84,0
"2016-08-10",15,1002.6,98,1.8,82,0
"2016-08-10",18,1002.1,84,1.4,86,0
"2016-08-10",21,1002.4,107,0.8,92,0
"2016-08-11",0,1003.7,91,2.1,75,0
"2016-08-11",3,1003.6,58,3.6,64,0
"2016-08-11",6,1001.5,27,3.6,58,0
"2016-08-11",9,1001.4,81,3.4,63,0
"2016-08-11",12,1002.2,73,3,79,0
"2016-08-11",15,1002.7,73,2.3,82,0
"2016-08-11",18,1001.7,100,1,85,0
"2016-08-11",21,1001.8,88,1.5,88,0
"2016-08-12",0,1002.3,97,2.2,73,0
"2016-08-12",3,1001.6,96,1.8,64,0
"2016-08-12",6,999.9,50,2.1,60,0
"2016-08-12",9,998.8,76,5.3,69,0
"2016-08-12",12,1000,63,3,76,0
"2016-08-12",15,1000.6,81,1.5,74,0
"2016-08-12",18,999.9,244,0.7,83,0
"2016-08-12",21,1000.2,84,0.9,85,0
"2016-08-13",0,1001,77,2.4,68,0
"2016-08-13",3,1000.8,138,2.1,60,0
"2016-08-13",6,998.7,137,1.4,58,0
"2016-08-13",9,998.1,89,3,70,0
"2016-08-13",12,999.1,78,2.7,75,0
"2016-08-13",15,1000,180,1.9,79,0
"2016-08-13",18,999.1,124,1.1,81,0
"2016-08-13",21,999.5,194,1.2,85,0
"2016-08-14",0,1000.4,120,1.2,68,0
"2016-08-14",3,999.6,40,1.4,57,0
"2016-08-14",6,998.1,52,3.4,51,0
"2016-08-14",9,997.3,107,1.5,54,0
"2016-08-14",12,999.1,66,2.3,74,0
"2016-08-14",15,999.5,50,1.7,75,0
"2016-08-14",18,997.9,316,1,82,0
"2016-08-14",21,997.6,222,1.3,85,0
"2016-08-15",0,998.8,169,2,74,0
"2016-08-15",3,998.3,176,1.5,63,0
"2016-08-15",6,996.4,94,1.5,52,0
"2016-08-15",9,996,74,2.6,56,0
"2016-08-15",12,997.6,95,2.4,73,0
"2016-08-15",15,997.9,60,1.7,77,0
"2016-08-15",18,997,296,1.9,84,0
"2016-08-15",21,997,285,1.8,90,0
"2016-08-16",0,998.2,356,2,74,0
"2016-08-16",3,998.2,5,2.4,64,0
"2016-08-16",6,996.7,71,3,47,0
"2016-08-16",9,996,73,3.8,53,0
"2016-08-16",12,997.1,89,2.9,64,0
"2016-08-16",15,997.8,88,2.2,79,0
"2016-08-16",18,997.3,57,2.1,83,0
"2016-08-16",21,997.5,10,1.1,85,0
"2016-08-17",0,998.2,307,1.3,84,0
"2016-08-17",3,997.7,321,1.8,67,0
"2016-08-17",6,996,100,2.9,51,0
"2016-08-17",9,995.5,98,3.7,55,0
"2016-08-17",12,996.4,93,2.5,67,0
"2016-08-17",15,997.1,70,1.5,73,0
"2016-08-17",18,996.7,40,1.7,78,0
"2016-08-17",21,996.9,323,1.6,86,0
"2016-08-18",0,997.7,184,2.3,75,0
"2016-08-18",3,997.4,130,2.3,56,0
"2016-08-18",6,995.8,212,3.1,46,0
"2016-08-18",9,995.1,113,4.3,52,0
"2016-08-18",12,996.8,85,2.9,70,0
"2016-08-18",15,997.4,74,1.8,75,0
"2016-08-18",18,997.3,210,0.4,83,0
"2016-08-18",21,997.2,241,1.6,88,0
"2016-08-19",0,998.5,186,2,80,0
"2016-08-19",3,998.3,255,1.1,58,0
"2016-08-19",6,997,156,2.1,43,0
"2016-08-19",9,996.8,337,4.1,58,0
"2016-08-19",12,998.1,319,1.3,68,0
"2016-08-19",15,999.3,335,0.9,77,0
"2016-08-19",18,998.9,316,0.9,76,0
"2016-08-19",21,998.8,334,1.1,82,0
"2016-08-20",0,999.5,194,1.9,72,0
"2016-08-20",3,999.3,291,2.1,59,0
"2016-08-20",6,996.9,356,2.6,43,0
"2016-08-20",9,997.3,338,2.3,71,0
"2016-08-20",12,998.6,353,3.7,67,0
"2016-08-20",15,999.4,312,3.4,76,0
"2016-08-20",18,998.3,269,0.7,78,0
"2016-08-20",21,998.8,321,1.5,82,0
"2016-08-21",0,999.8,335,2.2,75,0
"2016-08-21",3,999.8,318,1.9,67,0
"2016-08-21",6,998.4,320,2,61,0
"2016-08-21",9,998.9,348,4.9,93,27.2
"2016-08-21",12,1000,30,1,92,0
"2016-08-21",15,1000.9,321,2.1,93,0
"2016-08-21",18,1001.1,340,1.5,93,0
"2016-08-21",21,1001.7,327,1.5,94,0
"2016-08-22",0,1002.7,46,2.9,80,0
"2016-08-22",3,1002.2,83,2.6,58,0
"2016-08-22",6,1000.9,97,4.8,60,0
"2016-08-22",9,1000.7,81,2,58,0
"2016-08-22",12,1001.9,101,2.6,67,0
"2016-08-22",15,1002.5,90,0.8,70,0
"2016-08-22",18,1001.9,239,0.5,84,0
"2016-08-22",21,1001.9,35,0.7,87,0
"2016-08-23",0,1003,7,1,80,0
"2016-08-23",3,1002.7,264,2.5,73,0
"2016-08-23",6,1000.7,289,1.7,66,0
"2016-08-23",9,999.3,94,1.2,54,0
"2016-08-23",12,1000.4,93,3.4,66,0
"2016-08-23",15,1000.9,94,3.2,71,0
"2016-08-23",18,1000.2,99,1.9,79,0
"2016-08-23",21,1000.6,97,1.4,77,0
"2016-08-24",0,1001.4,93,1.6,73,0
"2016-08-24",3,1000.8,105,1.9,60,0
"2016-08-24",6,998.8,160,2.3,51,0
"2016-08-24",9,998.3,114,2.7,48,0
"2016-08-24",12,999.6,88,3,56,0
"2016-08-24",15,1000.4,109,3,70,0
"2016-08-24",18,999.7,48,1.5,76,0
"2016-08-24",21,999.7,342,1.1,82,0
"2016-08-25",0,1000.4,86,1.1,66,0
"2016-08-25",3,999.7,106,1.6,51,0
"2016-08-25",6,998.1,62,4.5,45,0
"2016-08-25",9,997.4,100,2.7,42,0
"2016-08-25",12,999.2,107,2.1,51,0
"2016-08-25",15,1000.4,61,1.3,75,0
"2016-08-25",18,1000.2,69,1.9,82,0
"2016-08-25",21,1000.7,44,2.2,84,0
"2016-08-26",0,1002.4,59,2.6,74,0
"2016-08-26",3,1002.8,317,0.9,91,14.6
"2016-08-26",6,1001.2,9,4.3,51,0
"2016-08-26",9,1001.9,359,7.3,65,0
"2016-08-26",12,1004.2,10,6.4,75,0
"2016-08-26",15,1005.4,336,3.3,84,0
"2016-08-26",18,1005.2,357,3,77,0
"2016-08-26",21,1005.6,338,2.9,75,0
"2016-08-27",0,1006.6,0,4.9,72,0
"2016-08-27",3,1005.7,348,3.8,56,0
"2016-08-27",6,1003.5,310,4.1,50,0
"2016-08-27",9,1003.5,338,5,46,0
"2016-08-27",12,1004.6,354,2.1,53,0
"2016-08-27",15,1005,338,2.3,57,0
"2016-08-27",18,1004.5,359,4.3,60,0
"2016-08-27",21,1005.4,317,1.7,66,0
"2016-08-28",0,1006.2,320,3.6,57,0
"2016-08-28",3,1005.7,359,7.3,36,0
"2016-08-28",6,1003.9,4,5.9,29,0
"2016-08-28",9,1003,353,4.3,27,0
"2016-08-28",12,1004.1,321,2.2,39,0
"2016-08-28",15,1004.9,324,3,55,0
"2016-08-28",18,1004.7,312,2.1,58,0
"2016-08-28",21,1005.1,295,0.7,72,0
"2016-08-29",0,1006.2,172,0.5,59,0
"2016-08-29",3,1005.4,310,1.9,43,0
"2016-08-29",6,1003.4,333,2,35,0
"2016-08-29",9,1002.5,26,4.1,39,0
"2016-08-29",12,1004.1,29,3.6,40,0
"2016-08-29",15,1004.9,319,2.3,57,0
"2016-08-29",18,1004.1,292,1.7,58,0
"2016-08-29",21,1003.8,241,1.1,71,0
"2016-08-30",0,1004.6,209,1.8,60,0
"2016-08-30",3,1003.4,333,2.3,40,0
"2016-08-30",6,1000.8,341,3.9,34,0
"2016-08-30",9,1000,335,5.3,32,0
"2016-08-30",12,1001.6,349,0.6,44,0
"2016-08-30",15,1002.2,204,1.6,60,0
"2016-08-30",18,1000.8,215,2.9,60,0
"2016-08-30",21,1000.4,233,0.9,71,0
"2016-08-31",0,1001.1,203,2.2,59,0
"2016-08-31",3,999.8,219,4,41,0
"2016-08-31",6,997.2,219,4.3,31,0
"2016-08-31",9,996.1,237,1.8,34,0
"2016-08-31",12,997.4,244,2,48,0
"2016-08-31",15,998.3,274,2.4,49,0
"2016-08-31",18,997.8,249,1.7,60,0
"2016-08-31",21,997.1,233,1.9,65,0
"2016-09-01",0,998.1,226,1.7,61,0
"2016-09-01",3,997.9,236,2.7,54,0
"2016-09-01",6,995.8,220,4.8,46,0
"2016-09-01",9,995.3,212,5.5,45,0
"2016-09-01",12,997.3,213,4.3,58,0
"2016-09-01",15,998.2,224,4.7,67,0
"2016-09-01",18,997.6,218,3.3,73,0
"2016-09-01",21,998.2,223,2.9,78,0
"2016-09-02",0,999.6,241,2.9,69,0
"2016-09-02",3,999.2,151,2.4,56,0
"2016-09-02",6,997.7,124,2.1,38,0
"2016-09-02",9,997.5,96,3.7,32,0
"2016-09-02",12,999.1,325,1.6,46,0
"2016-09-02",15,1000,29,1.1,53,0
"2016-09-02",18,1000.5,327,1.4,73,0
"2016-09-02",21,1001.3,321,0.6,80,0
"2016-09-03",0,1002.5,85,0.9,68,0
"2016-09-03",3,1002.3,112,3.4,37,0
"2016-09-03",6,1001.6,104,3.4,26,0
"2016-09-03",9,1001.7,93,2,25,0
"2016-09-03",12,1003.2,97,2.3,42,0
"2016-09-03",15,1004.2,108,2,60,0
"2016-09-03",18,1004.2,50,1.8,82,0
"2016-09-03",21,1004.3,97,1.2,90,0
"2016-09-04",0,1005.6,319,1.2,74,0
"2016-09-04",3,1005.2,88,2.8,53,0
"2016-09-04",6,1003.9,86,2.9,52,0
"2016-09-04",9,1004.4,113,2.2,74,0
"2016-09-04",12,1005.4,93,4.1,75,0
"2016-09-04",15,1005.5,146,1.8,77,0
"2016-09-04",18,1004.7,67,1.5,77,0
"2016-09-04",21,1005.4,42,2.1,77,0
"2016-09-05",0,1006.7,82,2.3,80,0
"2016-09-05",3,1006.7,94,3.4,70,0
"2016-09-05",6,1005.1,98,3.2,57,0
"2016-09-05",9,1005,65,2.4,61,0
"2016-09-05",12,1005.7,112,3,68,0
"2016-09-05",15,1005.4,94,0.9,77,0
"2016-09-05",18,1005.2,67,1.6,85,0
"2016-09-05",21,1004.6,351,0.8,96,0.4
"2016-09-06",0,1006.1,339,2.4,78,0
"2016-09-06",3,1006.4,342,2.3,65,0
"2016-09-06",6,1005.2,9,4.2,70,0
"2016-09-06",9,1004.3,340,2.1,77,0
"2016-09-06",12,1004.7,328,2,86,0
"2016-09-06",15,1004.1,302,2.5,92,0
"2016-09-06",18,1003,342,2.9,95,0.3
"2016-09-06",21,1003,33,2.9,94,0.2
"2016-09-07",0,1004.1,5,2,96,0.3
"2016-09-07",3,1004.5,53,1.3,89,0.2
"2016-09-07",6,1003.3,335,2.1,83,0
"2016-09-07",9,1003.5,240,0.9,85,0
"2016-09-07",12,1004.6,104,1.8,88,0
"2016-09-07",15,1004.5,223,1,94,0
"2016-09-07",18,1004,5,0.8,94,0
"2016-09-07",21,1004.8,231,2.3,96,0
"2016-09-08",0,1005.8,256,0.9,86,0
"2016-09-08",3,1005.1,195,2,72,0
"2016-09-08",6,1004.4,138,2,56,0
"2016-09-08",9,1004.3,125,2.1,59,0
"2016-09-08",12,1005.5,87,1.1,63,0
"2016-09-08",15,1005.7,192,1.1,81,0
"2016-09-08",18,1005.4,350,1.6,85,0
"2016-09-08",21,1005.7,200,1,92,0
"2016-09-09",0,1006.6,330,0.5,80,0
"2016-09-09",3,1006.1,37,2.1,61,0
"2016-09-09",6,1004.7,86,2.1,50,0
"2016-09-09",9,1004.5,92,4.1,57,0
"2016-09-09",12,1005.5,66,2.1,68,0
"2016-09-09",15,1005.5,320,1.6,75,0
"2016-09-09",18,1005,330,3.6,80,0
"2016-09-09",21,1005.4,315,1.8,88,0
"2016-09-10",0,1006.7,316,1.2,88,0
"2016-09-10",3,1005.8,350,1,74,0
"2016-09-10",6,1005.2,105,1.9,54,0
"2016-09-10",9,1004.8,68,2.3,56,0
