"","date","hour","pressure","wind_direction","wind_speed","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"114","2016-07-19","17:00",1001,202,1.5,80,0,0,0,0,0,0,100.09
"115","2016-07-19","17:20",1001,202,1.5,80,0,1,0,0,0,0,83.8299999999999
"116","2016-07-19","17:20",1001,202,1.5,80,0,0,1,0,0,0,114.1
"117","2016-07-19","17:20",1001,202,1.5,80,0,0,0,1,0,0,120.6909
"118","2016-07-19","17:20",1001,202,1.5,80,0,0,0,0,1,0,103.67
"119","2016-07-19","17:20",1001,202,1.5,80,0,0,0,0,0,1,192.5
"120","2016-07-19","17:20",1001,202,1.5,80,0,0,0,0,0,0,172.78
"121","2016-07-19","17:40",1001,202,1.5,80,0,1,0,0,0,0,65.6700000000001
"122","2016-07-19","17:40",1001,202,1.5,80,0,0,1,0,0,0,102.47
"123","2016-07-19","17:40",1001,202,1.5,80,0,0,0,1,0,0,141.2605
"124","2016-07-19","17:40",1001,202,1.5,80,0,0,0,0,1,0,109.3
"125","2016-07-19","17:40",1001,202,1.5,80,0,0,0,0,0,1,141.04
"126","2016-07-19","17:40",1001,202,1.5,80,0,0,0,0,0,0,203.77
"127","2016-07-19","18:00",999.6,198,2.1,88,0,1,0,0,0,0,78.0900000000001
"128","2016-07-19","18:00",999.6,198,2.1,88,0,0,1,0,0,0,99.14
"129","2016-07-19","18:00",999.6,198,2.1,88,0,0,0,1,0,0,140.3725
"130","2016-07-19","18:00",999.6,198,2.1,88,0,0,0,0,1,0,108.3
"131","2016-07-19","18:00",999.6,198,2.1,88,0,0,0,0,0,1,202.209999999999
"132","2016-07-19","18:00",999.6,198,2.1,88,0,0,0,0,0,0,134.43
"133","2016-07-19","18:20",999.6,198,2.1,88,0,1,0,0,0,0,50.57
"134","2016-07-19","18:20",999.6,198,2.1,88,0,0,1,0,0,0,109.12
"135","2016-07-19","18:20",999.6,198,2.1,88,0,0,0,1,0,0,127.3224
"136","2016-07-19","18:20",999.6,198,2.1,88,0,0,0,0,1,0,91.9399999999999
"137","2016-07-19","18:20",999.6,198,2.1,88,0,0,0,0,0,1,360.56
"138","2016-07-19","18:20",999.6,198,2.1,88,0,0,0,0,0,0,254.01
"139","2016-07-19","18:40",999.6,198,2.1,88,0,1,0,0,0,0,65.0699999999999
"140","2016-07-19","18:40",999.6,198,2.1,88,0,0,1,0,0,0,132.73
"141","2016-07-19","18:40",999.6,198,2.1,88,0,0,0,1,0,0,139.7677
"142","2016-07-19","18:40",999.6,198,2.1,88,0,0,0,0,1,0,106.92
"143","2016-07-19","18:40",999.6,198,2.1,88,0,0,0,0,0,1,168.36
"144","2016-07-19","18:40",999.6,198,2.1,88,0,0,0,0,0,0,176.96
"145","2016-07-20","06:00",998.7,199,4.7,41,0,1,0,0,0,0,44.1
"146","2016-07-20","06:00",998.7,199,4.7,41,0,0,1,0,0,0,97.4799999999998
"147","2016-07-20","06:00",998.7,199,4.7,41,0,0,0,1,0,0,122.68
"148","2016-07-20","06:00",998.7,199,4.7,41,0,0,0,0,1,0,112.36
"149","2016-07-20","06:00",998.7,199,4.7,41,0,0,0,0,0,1,164.0376
"150","2016-07-20","06:00",998.7,199,4.7,41,0,0,0,0,0,0,138.6875
"151","2016-07-20","06:20",998.7,199,4.7,41,0,1,0,0,0,0,59.8699999999999
"152","2016-07-20","06:20",998.7,199,4.7,41,0,0,1,0,0,0,104.6041
"153","2016-07-20","06:20",998.7,199,4.7,41,0,0,0,1,0,0,67.3500000000001
"154","2016-07-20","06:20",998.7,199,4.7,41,0,0,0,0,1,0,108.5959
"155","2016-07-20","06:20",998.7,199,4.7,41,0,0,0,0,0,1,134.6544
"156","2016-07-20","06:20",998.7,199,4.7,41,0,0,0,0,0,0,152.055
"157","2016-07-20","06:40",998.7,199,4.7,41,0,1,0,0,0,0,58.5
"158","2016-07-20","06:40",998.7,199,4.7,41,0,0,1,0,0,0,81.8500000000002
"159","2016-07-20","06:40",998.7,199,4.7,41,0,0,0,1,0,0,179.51
"160","2016-07-20","06:40",998.7,199,4.7,41,0,0,0,0,1,0,130.59
"161","2016-07-20","06:40",998.7,199,4.7,41,0,0,0,0,0,1,142.4392
"162","2016-07-20","06:40",998.7,199,4.7,41,0,0,0,0,0,0,165.4225
"163","2016-07-20","07:00",998.7,199,4.7,41,0,1,0,0,0,0,77.8500000000001
"164","2016-07-20","07:00",998.7,199,4.7,41,0,0,1,0,0,0,142.06
"165","2016-07-20","07:00",998.7,199,4.7,41,0,0,0,1,0,0,137.82
"166","2016-07-20","07:00",998.7,199,4.7,41,0,0,0,0,1,0,122.35
"167","2016-07-20","07:00",998.7,199,4.7,41,0,0,0,0,0,1,164.9047
"168","2016-07-20","07:00",998.7,199,4.7,41,0,0,0,0,0,0,223.97
"169","2016-07-20","07:20",998.7,199,4.7,41,0,1,0,0,0,0,67.21
"170","2016-07-20","07:20",998.7,199,4.7,41,0,0,1,0,0,0,138.41
"171","2016-07-20","07:20",998.7,199,4.7,41,0,0,0,1,0,0,98.2
"172","2016-07-20","07:20",998.7,199,4.7,41,0,0,0,0,1,0,133.2
"173","2016-07-20","07:20",998.7,199,4.7,41,0,0,0,0,0,1,168.2099
"174","2016-07-20","07:20",998.7,199,4.7,41,0,0,0,0,0,0,139.49
"175","2016-07-20","07:40",998.7,199,4.7,41,0,1,0,0,0,0,73.6800000000001
"176","2016-07-20","07:40",998.7,199,4.7,41,0,0,1,0,0,0,128.13
"177","2016-07-20","07:40",998.7,199,4.7,41,0,0,0,1,0,0,94.1099999999999
"178","2016-07-20","07:40",998.7,199,4.7,41,0,0,0,0,1,0,137.98
"179","2016-07-20","07:40",998.7,199,4.7,41,0,0,0,0,0,1,130.56
"180","2016-07-20","07:40",998.7,199,4.7,41,0,0,0,0,0,0,175.09
"181","2016-07-20","08:00",998.7,199,4.7,41,0,1,0,0,0,0,61.0100000000001
"182","2016-07-20","08:00",998.7,199,4.7,41,0,0,1,0,0,0,140.36
"183","2016-07-20","08:00",998.7,199,4.7,41,0,0,0,1,0,0,107.7904
"184","2016-07-20","08:00",998.7,199,4.7,41,0,0,0,0,1,0,138.57
"185","2016-07-20","08:00",998.7,199,4.7,41,0,0,0,0,0,1,237.4
"186","2016-07-20","08:00",998.7,199,4.7,41,0,0,0,0,0,0,155.16
"187","2016-07-20","08:20",998.7,199,4.7,41,0,1,0,0,0,0,19.55
"188","2016-07-20","08:20",998.7,199,4.7,41,0,0,1,0,0,0,192.68
"189","2016-07-20","08:20",998.7,199,4.7,41,0,0,0,1,0,0,116.073
"190","2016-07-20","08:20",998.7,199,4.7,41,0,0,0,0,1,0,127.68
"191","2016-07-20","08:20",998.7,199,4.7,41,0,0,0,0,0,1,151.3401
"192","2016-07-20","08:20",998.7,199,4.7,41,0,0,0,0,0,0,273.14
"193","2016-07-20","08:40",998.7,199,4.7,41,0,1,0,0,0,0,50.9899999999999
"194","2016-07-20","08:40",998.7,199,4.7,41,0,0,1,0,0,0,257.51
"195","2016-07-20","08:40",998.7,199,4.7,41,0,0,0,1,0,0,114.0587
"196","2016-07-20","08:40",998.7,199,4.7,41,0,0,0,0,1,0,134.42
"197","2016-07-20","08:40",998.7,199,4.7,41,0,0,0,0,0,1,152.86
"198","2016-07-20","08:40",998.7,199,4.7,41,0,0,0,0,0,0,229.15
"199","2016-07-20","09:00",998.7,217,3.4,40,0,1,0,0,0,0,44.94
"200","2016-07-20","09:00",998.7,217,3.4,40,0,0,1,0,0,0,231.05
"201","2016-07-20","09:00",998.7,217,3.4,40,0,0,0,1,0,0,151.44
"202","2016-07-20","09:00",998.7,217,3.4,40,0,0,0,0,1,0,114.74
"203","2016-07-20","09:00",998.7,217,3.4,40,0,0,0,0,0,1,225.05
"204","2016-07-20","09:00",998.7,217,3.4,40,0,0,0,0,0,0,209.0727
"205","2016-07-20","09:20",998.7,217,3.4,40,0,1,0,0,0,0,62.0498
"206","2016-07-20","09:20",998.7,217,3.4,40,0,0,1,0,0,0,237.17
"207","2016-07-20","09:20",998.7,217,3.4,40,0,0,0,1,0,0,115.11
"208","2016-07-20","09:20",998.7,217,3.4,40,0,0,0,0,1,0,142.06
"209","2016-07-20","09:20",998.7,217,3.4,40,0,0,0,0,0,1,199.87
"210","2016-07-20","09:20",998.7,217,3.4,40,0,0,0,0,0,0,198.927
"211","2016-07-20","09:40",998.7,217,3.4,40,0,1,0,0,0,0,23.3
"212","2016-07-20","09:40",998.7,217,3.4,40,0,0,1,0,0,0,228.11
"213","2016-07-20","09:40",998.7,217,3.4,40,0,0,0,1,0,0,155.41
"214","2016-07-20","09:40",998.7,217,3.4,40,0,0,0,0,1,0,170.11
"215","2016-07-20","09:40",998.7,217,3.4,40,0,0,0,0,0,1,171.96
"216","2016-07-20","09:40",998.7,217,3.4,40,0,0,0,0,0,0,102.43
"217","2016-07-20","15:00",1001.3,208,2.1,63,0,1,0,0,0,0,62.1800000000001
"218","2016-07-20","15:00",1001.3,208,2.1,63,0,0,1,0,0,0,102.74
"219","2016-07-20","15:00",1001.3,208,2.1,63,0,0,0,1,0,0,146.8
"220","2016-07-20","15:00",1001.3,208,2.1,63,0,0,0,0,1,0,54.2299999999999
"221","2016-07-20","15:00",1001.3,208,2.1,63,0,0,0,0,0,1,179.21
"222","2016-07-20","15:00",1001.3,208,2.1,63,0,0,0,0,0,0,167.6673
"223","2016-07-20","15:20",1001.3,208,2.1,63,0,1,0,0,0,0,64.3299999999999
"224","2016-07-20","15:20",1001.3,208,2.1,63,0,0,1,0,0,0,77.2700000000002
"225","2016-07-20","15:20",1001.3,208,2.1,63,0,0,0,1,0,0,144.1511
"226","2016-07-20","15:20",1001.3,208,2.1,63,0,0,0,0,1,0,134.65
"227","2016-07-20","15:20",1001.3,208,2.1,63,0,0,0,0,0,1,166.11
"228","2016-07-20","15:20",1001.3,208,2.1,63,0,0,0,0,0,0,203.75
"229","2016-07-20","15:40",1001.3,208,2.1,63,0,1,0,0,0,0,70.3299999999999
"230","2016-07-20","15:40",1001.3,208,2.1,63,0,0,1,0,0,0,116.61
"231","2016-07-20","15:40",1001.3,208,2.1,63,0,0,0,1,0,0,120.9789
"232","2016-07-20","15:40",1001.3,208,2.1,63,0,0,0,0,1,0,174.75
"233","2016-07-20","15:40",1001.3,208,2.1,63,0,0,0,0,0,1,215.74
"234","2016-07-20","15:40",1001.3,208,2.1,63,0,0,0,0,0,0,170.5575
"235","2016-07-20","16:00",1001.3,208,2.1,63,0,1,0,0,0,0,67.1099999999999
"236","2016-07-20","16:00",1001.3,208,2.1,63,0,0,1,0,0,0,87.6800000000001
"237","2016-07-20","16:00",1001.3,208,2.1,63,0,0,0,1,0,0,144.83
"238","2016-07-20","16:00",1001.3,208,2.1,63,0,0,0,0,1,0,130.69
"239","2016-07-20","16:00",1001.3,208,2.1,63,0,0,0,0,0,1,105.2
"240","2016-07-20","16:00",1001.3,208,2.1,63,0,0,0,0,0,0,159.47
"241","2016-07-20","16:20",1001.3,208,2.1,63,0,1,0,0,0,0,76.0299999999999
"242","2016-07-20","16:20",1001.3,208,2.1,63,0,0,1,0,0,0,126.26
"243","2016-07-20","16:20",1001.3,208,2.1,63,0,0,0,1,0,0,130.1812
"244","2016-07-20","16:20",1001.3,208,2.1,63,0,0,0,0,1,0,98.28
"245","2016-07-20","16:20",1001.3,208,2.1,63,0,0,0,0,0,1,215.61
"246","2016-07-20","16:20",1001.3,208,2.1,63,0,0,0,0,0,0,313.93
"247","2016-07-20","16:40",1001.3,208,2.1,63,0,1,0,0,0,0,52.8699999999999
"248","2016-07-20","16:40",1001.3,208,2.1,63,0,0,1,0,0,0,124.92
"249","2016-07-20","16:40",1001.3,208,2.1,63,0,0,0,1,0,0,128.1187
"250","2016-07-20","16:40",1001.3,208,2.1,63,0,0,0,0,1,0,98.7299999999997
"251","2016-07-20","16:40",1001.3,208,2.1,63,0,0,0,0,0,1,124.97
"252","2016-07-20","16:40",1001.3,208,2.1,63,0,0,0,0,0,0,168.69
"253","2016-07-20","17:00",1001.3,208,2.1,63,0,1,0,0,0,0,50.1599999999999
"254","2016-07-20","17:00",1001.3,208,2.1,63,0,0,1,0,0,0,86.3100000000001
"255","2016-07-20","17:00",1001.3,208,2.1,63,0,0,0,1,0,0,125.3233
"256","2016-07-20","17:00",1001.3,208,2.1,63,0,0,0,0,1,0,114.94
"257","2016-07-20","17:00",1001.3,208,2.1,63,0,0,0,0,0,1,248.15
"258","2016-07-20","17:00",1001.3,208,2.1,63,0,0,0,0,0,0,179.45
"259","2016-07-20","17:20",1001.3,208,2.1,63,0,1,0,0,0,0,78.1700000000001
"260","2016-07-20","17:20",1001.3,208,2.1,63,0,0,1,0,0,0,168.57
"261","2016-07-20","17:20",1001.3,208,2.1,63,0,0,0,1,0,0,122.41
"262","2016-07-20","17:20",1001.3,208,2.1,63,0,0,0,0,1,0,131.36
"263","2016-07-20","17:20",1001.3,208,2.1,63,0,0,0,0,0,1,125.53
"264","2016-07-20","17:20",1001.3,208,2.1,63,0,0,0,0,0,0,148.84
"265","2016-07-20","17:40",1001.3,208,2.1,63,0,1,0,0,0,0,75.4799999999998
"266","2016-07-20","17:40",1001.3,208,2.1,63,0,0,1,0,0,0,93.4599999999999
"267","2016-07-20","17:40",1001.3,208,2.1,63,0,0,0,1,0,0,129.7109
"268","2016-07-20","17:40",1001.3,208,2.1,63,0,0,0,0,1,0,134.24
"269","2016-07-20","17:40",1001.3,208,2.1,63,0,0,0,0,0,1,175.44
"270","2016-07-20","17:40",1001.3,208,2.1,63,0,0,0,0,0,0,214.36
"271","2016-07-20","18:00",1000.9,210,2.5,69,0,1,0,0,0,0,67.8900000000001
"272","2016-07-20","18:00",1000.9,210,2.5,69,0,0,1,0,0,0,114.3
"273","2016-07-20","18:00",1000.9,210,2.5,69,0,0,0,1,0,0,130.8718
"274","2016-07-20","18:00",1000.9,210,2.5,69,0,0,0,0,1,0,101.55
"275","2016-07-20","18:00",1000.9,210,2.5,69,0,0,0,0,0,1,213.84
"276","2016-07-20","18:00",1000.9,210,2.5,69,0,0,0,0,0,0,200.78
"277","2016-07-20","18:20",1000.9,210,2.5,69,0,1,0,0,0,0,85.1000000000002
"278","2016-07-20","18:20",1000.9,210,2.5,69,0,0,1,0,0,0,102.69
"279","2016-07-20","18:20",1000.9,210,2.5,69,0,0,0,1,0,0,145.3498
"280","2016-07-20","18:20",1000.9,210,2.5,69,0,0,0,0,1,0,113.77
"281","2016-07-20","18:20",1000.9,210,2.5,69,0,0,0,0,0,1,177.3834
"282","2016-07-20","18:20",1000.9,210,2.5,69,0,0,0,0,0,0,137.7
"283","2016-07-20","18:40",1000.9,210,2.5,69,0,1,0,0,0,0,71.6499999999999
"284","2016-07-20","18:40",1000.9,210,2.5,69,0,0,1,0,0,0,108.17
"285","2016-07-20","18:40",1000.9,210,2.5,69,0,0,0,1,0,0,128.9047
"286","2016-07-20","18:40",1000.9,210,2.5,69,0,0,0,0,1,0,89.6700000000001
"287","2016-07-20","18:40",1000.9,210,2.5,69,0,0,0,0,0,1,154.72
"288","2016-07-20","18:40",1000.9,210,2.5,69,0,0,0,0,0,0,147.84
"289","2016-07-21","06:00",1001.5,205,4.7,44,0,1,0,0,0,0,44.83
"290","2016-07-21","06:00",1001.5,205,4.7,44,0,0,1,0,0,0,90.0805
"291","2016-07-21","06:00",1001.5,205,4.7,44,0,0,0,1,0,0,120.9159
"292","2016-07-21","06:00",1001.5,205,4.7,44,0,0,0,0,1,0,166.81
"293","2016-07-21","06:00",1001.5,205,4.7,44,0,0,0,0,0,1,218.35
"294","2016-07-21","06:00",1001.5,205,4.7,44,0,0,0,0,0,0,169.58665
"295","2016-07-21","06:20",1001.5,205,4.7,44,0,1,0,0,0,0,87.03
"296","2016-07-21","06:20",1001.5,205,4.7,44,0,0,1,0,0,0,94.8199999999999
"297","2016-07-21","06:20",1001.5,205,4.7,44,0,0,0,1,0,0,111.3519
"298","2016-07-21","06:20",1001.5,205,4.7,44,0,0,0,0,1,0,136.67
"299","2016-07-21","06:20",1001.5,205,4.7,44,0,0,0,0,0,1,142.1319
"300","2016-07-21","06:20",1001.5,205,4.7,44,0,0,0,0,0,0,181.13
"301","2016-07-21","06:40",1001.5,205,4.7,44,0,1,0,0,0,0,65.3400000000001
"302","2016-07-21","06:40",1001.5,205,4.7,44,0,0,1,0,0,0,73.1899999999998
"303","2016-07-21","06:40",1001.5,205,4.7,44,0,0,0,1,0,0,170.21
"304","2016-07-21","06:40",1001.5,205,4.7,44,0,0,0,0,1,0,55.9200000000001
"305","2016-07-21","06:40",1001.5,205,4.7,44,0,0,0,0,0,1,130.4453
"306","2016-07-21","06:40",1001.5,205,4.7,44,0,0,0,0,0,0,159.6692
"307","2016-07-21","07:00",1001.5,205,4.7,44,0,1,0,0,0,0,65.0600000000001
"308","2016-07-21","07:00",1001.5,205,4.7,44,0,0,1,0,0,0,131.43
"309","2016-07-21","07:00",1001.5,205,4.7,44,0,0,0,1,0,0,111.9605
"310","2016-07-21","07:00",1001.5,205,4.7,44,0,0,0,0,1,0,206.59
"311","2016-07-21","07:00",1001.5,205,4.7,44,0,0,0,0,0,1,137.28
"312","2016-07-21","07:00",1001.5,205,4.7,44,0,0,0,0,0,0,164.0016
"313","2016-07-21","07:20",1001.5,205,4.7,44,0,1,0,0,0,0,89.37
"314","2016-07-21","07:20",1001.5,205,4.7,44,0,0,1,0,0,0,214.65
"315","2016-07-21","07:20",1001.5,205,4.7,44,0,0,0,1,0,0,106.1423
"316","2016-07-21","07:20",1001.5,205,4.7,44,0,0,0,0,1,0,113.78
"317","2016-07-21","07:20",1001.5,205,4.7,44,0,0,0,0,0,1,195.167
"318","2016-07-21","07:20",1001.5,205,4.7,44,0,0,0,0,0,0,166.6721
"319","2016-07-21","07:40",1001.5,205,4.7,44,0,1,0,0,0,0,99.7900000000001
"320","2016-07-21","07:40",1001.5,205,4.7,44,0,0,1,0,0,0,168.94
"321","2016-07-21","07:40",1001.5,205,4.7,44,0,0,0,1,0,0,99.6299999999999
"322","2016-07-21","07:40",1001.5,205,4.7,44,0,0,0,0,1,0,146.58
