"","X","date","hour","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","A_2","A_3","B_1","B_3","C_1","y"
"1749",1749,"2016-07-23","01:00",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1750",1750,"2016-07-23","01:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,NA
"1751",1751,"2016-07-23","01:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1752",1752,"2016-07-23","01:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1753",1753,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,1,0,0,0,0,NA
"1754",1754,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,0,1,0,0,0,NA
"1755",1755,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1756",1756,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,175.45
"1757",1757,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1758",1758,"2016-07-23","01:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1759",1759,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,1,0,0,0,0,NA
"1760",1760,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,0,1,0,0,0,133.8
"1761",1761,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1762",1762,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,129.42
"1763",1763,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1764",1764,"2016-07-23","01:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1765",1765,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,1,0,0,0,0,NA
"1766",1766,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,0,1,0,0,0,NA
"1767",1767,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1768",1768,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,NA
"1769",1769,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1770",1770,"2016-07-23","02:00",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1771",1771,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,1,0,0,0,0,NA
"1772",1772,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,0,1,0,0,0,121.95
"1773",1773,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1774",1774,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,NA
"1775",1775,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1776",1776,"2016-07-23","02:20",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1777",1777,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,1,0,0,0,0,NA
"1778",1778,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,0,1,0,0,0,NA
"1779",1779,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,0,0,1,0,0,NA
"1780",1780,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,1,0,140.77
"1781",1781,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,1,NA
"1782",1782,"2016-07-23","02:40",1003.2,1008,194,1.9,31.6,68,0,0,0,0,0,0,NA
"1783",1783,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1784",1784,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,103.93
"1785",1785,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1786",1786,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1787",1787,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1788",1788,"2016-07-23","03:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1789",1789,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1790",1790,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,86.23
"1791",1791,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1792",1792,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1793",1793,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1794",1794,"2016-07-23","03:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1795",1795,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1796",1796,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,260.9
"1797",1797,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1798",1798,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,115.58
"1799",1799,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1800",1800,"2016-07-23","03:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1801",1801,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1802",1802,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,84.42
"1803",1803,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1804",1804,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1805",1805,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1806",1806,"2016-07-23","04:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,171.19
"1807",1807,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1808",1808,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,281.88
"1809",1809,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1810",1810,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1811",1811,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1812",1812,"2016-07-23","04:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1813",1813,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1814",1814,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,108.94
"1815",1815,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1816",1816,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,133.78
"1817",1817,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1818",1818,"2016-07-23","04:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,94.09
"1819",1819,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1820",1820,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,105.18
"1821",1821,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1822",1822,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1823",1823,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1824",1824,"2016-07-23","05:00",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1825",1825,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1826",1826,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,144.19
"1827",1827,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1828",1828,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,162.52
"1829",1829,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1830",1830,"2016-07-23","05:20",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,NA
"1831",1831,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,1,0,0,0,0,NA
"1832",1832,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,0,1,0,0,0,NA
"1833",1833,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,0,0,1,0,0,NA
"1834",1834,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,1,0,NA
"1835",1835,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,1,NA
"1836",1836,"2016-07-23","05:40",1002.7,1007.5,212,3,35.5,51,0,0,0,0,0,0,196.19
"1837",1837,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,329.73
"1838",1838,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,111.21
"1839",1839,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,NA
"1840",1840,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,46.66
"1841",1841,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,357.25
"1842",1842,"2016-07-23","06:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,NA
"1843",1843,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,80.13
"1844",1844,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,114.96
"1845",1845,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,116.92
"1846",1846,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,95.37
"1847",1847,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,115.38
"1848",1848,"2016-07-23","06:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,207.73
"1849",1849,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,82.56
"1850",1850,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,172.3
"1851",1851,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,NA
"1852",1852,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,161.2
"1853",1853,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,140.88
"1854",1854,"2016-07-23","06:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,258.04
"1855",1855,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,87.63
"1856",1856,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,173.11
"1857",1857,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,62.96
"1858",1858,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,130.15
"1859",1859,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,160.55
"1860",1860,"2016-07-23","07:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,171.94
"1861",1861,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,86.33
"1862",1862,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,116.81
"1863",1863,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,NA
"1864",1864,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,63.18
"1865",1865,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,NA
"1866",1866,"2016-07-23","07:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,NA
"1867",1867,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,96.31
"1868",1868,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,124.53
"1869",1869,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,137.48
"1870",1870,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,100.59
"1871",1871,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,NA
"1872",1872,"2016-07-23","07:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,143.62
"1873",1873,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,60.65
"1874",1874,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,111.74
"1875",1875,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,75.11
"1876",1876,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,157.78
"1877",1877,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,212.6
"1878",1878,"2016-07-23","08:00",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,109.62
"1879",1879,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,89.38
"1880",1880,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,116.58
"1881",1881,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,96.02
"1882",1882,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,60.5
"1883",1883,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,202.14
"1884",1884,"2016-07-23","08:20",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,171.84
"1885",1885,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,1,0,0,0,0,115.88
"1886",1886,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,0,1,0,0,0,97.36
"1887",1887,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,0,0,1,0,0,184.72
"1888",1888,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,1,0,92.48
"1889",1889,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,1,NA
"1890",1890,"2016-07-23","08:40",1001,1005.8,220,3.6,37.6,45,0,0,0,0,0,0,203.9
"1891",1891,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,109.43
"1892",1892,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,92.89
"1893",1893,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,124.46
"1894",1894,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,153.16
"1895",1895,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,223.59
"1896",1896,"2016-07-23","09:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,213.74
"1897",1897,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,187.89
"1898",1898,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,100.86
"1899",1899,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,151.87
"1900",1900,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,144.09
"1901",1901,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,216.41
"1902",1902,"2016-07-23","09:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,229.88
"1903",1903,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,151.75
"1904",1904,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,123.64
"1905",1905,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,NA
"1906",1906,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,NA
"1907",1907,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,NA
"1908",1908,"2016-07-23","09:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,NA
"1909",1909,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,130.75
"1910",1910,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,100.38
"1911",1911,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,174.27
"1912",1912,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,125.13
"1913",1913,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,244.18
"1914",1914,"2016-07-23","10:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,198.73
"1915",1915,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,90.04
"1916",1916,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,119.94
"1917",1917,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,NA
"1918",1918,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,141.22
"1919",1919,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,NA
"1920",1920,"2016-07-23","10:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,185.95
"1921",1921,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,NA
"1922",1922,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,138.83
"1923",1923,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,116.74
"1924",1924,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,132.74
"1925",1925,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,193.62
"1926",1926,"2016-07-23","10:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,242.78
"1927",1927,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,24.96
"1928",1928,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,137.94
"1929",1929,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,NA
"1930",1930,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,151.06
"1931",1931,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,194.61
"1932",1932,"2016-07-23","11:00",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,NA
"1933",1933,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,126.95
"1934",1934,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,189.16
"1935",1935,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,NA
"1936",1936,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,94.56
"1937",1937,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,NA
"1938",1938,"2016-07-23","11:20",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,212.67
"1939",1939,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,1,0,0,0,0,88.54
"1940",1940,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,0,1,0,0,0,105.1
"1941",1941,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,0,0,1,0,0,NA
"1942",1942,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,1,0,111.91
"1943",1943,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,1,NA
"1944",1944,"2016-07-23","11:40",1000,1004.8,226,1.9,37.2,45,0,0,0,0,0,0,126.04
"1945",1945,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,72.6
"1946",1946,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,104.4
"1947",1947,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,98.93
"1948",1948,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,101.03
"1949",1949,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,198.24
"1950",1950,"2016-07-23","12:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,NA
"1951",1951,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,57.48
"1952",1952,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,102.58
"1953",1953,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,88.42
"1954",1954,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,79.68
"1955",1955,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,185.19
"1956",1956,"2016-07-23","12:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,NA
"1957",1957,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,73.88
"1958",1958,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,89.58
"1959",1959,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,20.54
"1960",1960,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,98.16
"1961",1961,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,166.63
"1962",1962,"2016-07-23","12:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,264.24
"1963",1963,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,52.09
"1964",1964,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,120.96
"1965",1965,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,150.07
"1966",1966,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,139.54
"1967",1967,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,NA
"1968",1968,"2016-07-23","13:00",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,508.62
"1969",1969,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,61.58
"1970",1970,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,92.96
"1971",1971,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,185.19
"1972",1972,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,101.43
"1973",1973,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,254.5
"1974",1974,"2016-07-23","13:20",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,190.12
"1975",1975,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,1,0,0,0,0,88.88
"1976",1976,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,0,1,0,0,0,96.63
"1977",1977,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,1,0,0,95.76
"1978",1978,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,1,0,123.31
"1979",1979,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,1,150.64
"1980",1980,"2016-07-23","13:40",1000.7,1005.5,238,1.7,33.4,54,0,0,0,0,0,0,174.16
